Id Scheda;Nome;Tipologia;Nome Fornitore;Livello di qualificazione/adeguamento;Data di qualificazione;Scadenza qualificazione
SA-3583;APLAB;SaaS;KG PARTNERS SRL;1;2025-03-17;2028-03-17
SA-539;MUA Motore Unico Amministrativo;SaaS;LTA S.R.L.;1;2025-03-17;2028-03-17
SA-1119;Consigli in Cloud;SaaS;Microvision s.r.l.;1;2025-03-17;2028-03-17
SA-3595;Gestione documentale in Cloud;SaaS;Microvision s.r.l.;1;2025-03-17;2028-03-17
SA-4378;NUVOLAcomuniTI;SaaS;SISCOM SPA;1;2025-03-03;2028-03-02
SA-5514;DominoWeb;SaaS;Nike Web Consulting srl;1;2025-03-03;2028-03-02
SA-4763;NUVOLAcomuniST;SaaS;SISCOM SPA;1;2025-03-03;2028-03-02
SA-4377;NUVOLAcomuniBB;SaaS;SISCOM SPA;1;2025-03-03;2028-03-02
SA-4942;Zulu Emergency;SaaS;ZULU MEDICAL S.R.L.;2;2025-02-28;2028-02-27
SA-4894;Zulu Meridian;SaaS;ZULU MEDICAL S.R.L.;2;2025-02-28;2028-02-27
SA-5525;Aenduo AdvantCare;SaaS;Aenduo srl;1;2025-03-04;2028-03-03
IA-1303;Hosted Private Cloud;IaaS;OVH srl;2;2025-03-04;2028-03-03
SA-3926;PA Connesse;SaaS;Boxxapps S.r.l.;1;2025-03-05;2028-03-04
SA-5329;vtenext;SaaS;vtenext srl;1;2025-01-08;2028-01-07
IA-3696;TIM Cloud Flex- IaaS Shared;IaaS;Telecom Italia S.p.A.;2;2024-12-09;2027-12-08
SA-3379;Prandium Sanità Aruba;SaaS;AXIOS INFORMATICA S.R.L.;1;2024-12-16;2027-12-15
SA-3387;TPA Web site;SaaS;BearIT Srl;1;2024-12-18;2027-12-17
IA-1211;BBBELL VIRTUAL MACHINE;IaaS;BBBELL SPA;1;2024-12-18;2027-12-17
SA-1472;X-DESK;SaaS;Boxxapps S.r.l.;1;2024-12-19;2027-12-18
SA-3434;OpenPa;SaaS;ERAMUS SRL;1;2024-12-19;2027-12-18
IA-1213;INFRASTRUTTURA IAAS;IaaS;BBBELL SPA;1;2024-12-18;2027-12-17
SA-1436;X-RTD;SaaS;Boxxapps S.r.l.;1;2024-12-19;2027-12-18
SA-5136;Suite CPG Tre ©;SaaS;CLOUD PATHOLOGY GROUP SRL;2;2024-12-19;2027-12-18
SA-3644;SilAn –ASSISTENTE DIGITALE;SaaS;S.T.E.P. S.R.L.;1;2024-12-27;2027-12-26
SA-480;Axios Didattica;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-544;Alternanza scuolalavoro WEB;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-1476;Axios Registro Elettronico Docenti 2.0;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-2727;Axios PEO WEB;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-521;Portale della Conservazione a norma dei documenti digitali;SaaS;ACCATRE s.r.l.;1;2025-01-03;2028-01-02
SA-1683;Virtual URP;SaaS;ACCATRE s.r.l.;1;2025-01-03;2028-01-02
SA-2630;MyPortal School 3.0;SaaS;3D Solution S.r.l.;1;2025-01-03;2028-01-02
SA-5168;Piattaforma Targa Telematics Car Sharing;SaaS;Targa Telematics S.p.A.;1;2024-12-27;2027-12-26
SA-5170;Piattaforma Targa Telematics Fleet;SaaS;Targa Telematics S.p.A.;1;2024-12-27;2027-12-26
SA-1477;Axios Bilancio Web;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-1480;Axios Personale WEB;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-2748;Axios Protocollo WEB;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-3727;FLEEWAY;SaaS;DRIVEVOLVE S.R.L.;1;2025-01-03;2028-01-02
SA-5127;Open Data Ente;SaaS;Actainfo s.r.l.;1;2024-12-18;2027-12-17
SA-3651;SecureBackup;SaaS;Babylon Cloud SPA;1;2025-01-20;2028-01-19
SA-5028;Windows 365;SaaS;Microsoft Corporation;2;2025-01-20;2028-01-19
IA-5195;Virtual Private Cloud;IaaS;FlameNetworks S.r.l.;1;2025-01-23;2028-01-22
IA-5198;Public Cloud;IaaS;FlameNetworks S.r.l.;1;2025-01-23;2028-01-22
IA-5193;VPS;IaaS;FlameNetworks S.r.l.;1;2025-01-23;2028-01-22
SA-3649;Babylon Backup e Sync&Share;SaaS;Babylon Cloud SPA;1;2025-01-20;2028-01-19
SA-5248;Progress Sitefinity Cloud - SaaS;SaaS;Progress Software Corporation;2;2025-01-20;2028-01-19
SA-5191;VivaOffice;SaaS;FlameNetworks S.r.l.;1;2025-01-23;2028-01-22
SA-5197;Cloud Backup;SaaS;FlameNetworks S.r.l.;1;2025-01-23;2028-01-22
SA-5029;Akamai Web Application Firewall ( WAF e CDN );SaaS;AKAMAI TECHNOLOGIES S.R.L.;2;2025-01-28;2028-01-27
SA-3015;Argo Conservazione;SaaS;Argo Software srl;1;2025-01-28;2028-01-27
SA-2834;Portalescuola.cloud;SaaS;Argo Software srl;1;2025-01-28;2028-01-27
SA-2425;ArgoMAD;SaaS;Argo Software srl;1;2025-01-28;2028-01-27
SA-2826;Certificazione Unica;SaaS;Argo Software srl;1;2025-01-28;2028-01-27
SA-5132;Rubrik Security Cloud - by Innovaway;SaaS;Innovaway SPA a socio unico;1;2025-01-28;2028-01-27
IA-4993;Dedicated Private Cloud;IaaS;Vodafone Italia S.p.A.;2;2025-01-28;2028-01-27
SA-1831;Police Manager;SaaS;SISMIC SISTEMI SRL;1;2025-01-28;2028-01-27
SA-3669;ILS;SaaS;INTEMA S.R.L.;1;2025-02-03;2028-02-02
SA-3668;ECM Suite;SaaS;INTEMA S.R.L.;1;2025-02-03;2028-02-02
SA-5929;Servizio di Telelettura e Telegestione dei contatori elettrici, idrici e del gas (Smart Meters) su Piattaforma Azure - SA-5929;SaaS;Atlantica Digital SpA;1;2025-03-25;2028-03-25
PA-275;Cloud Bigtable;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
IA-2319;Cloud External Key Manager;IaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
SA-5935;Servizio di Telelettura e Telegestione dei contatori elettrici, idrici e del gas (Smart Meters) su cloud AWS - SA-5935;SaaS;Atlantica Digital SpA;1;2025-03-25;2028-03-25
SA-690;Workspace;SaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
IA-357;Cloud Interconnect;IaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
IA-3821;Cloud Router;IaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
IA-366;Cloud NAT;IaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
IA-294;Cloud Storage;IaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
SA-3769;K-ARCHIVE;SaaS;Prodigys Technology;1;2025-04-01;2028-04-01
SA-4214;SelfCareSSC;SaaS;Marruncheddu Pietro Francesco G.;1;2025-04-01;2028-04-01
IA-5801;VCLOUD;IaaS;Retelit Digital Services S.p.A.;1;2025-04-02;2028-04-02
IA-5802;VCLOUD CRITICAL;IaaS;Retelit Digital Services S.p.A.;2;2025-04-02;2028-04-02
SA-5786;SIX Suite su KeliCloud;SaaS;ICCS INFORMATICA SRL;1;2025-04-11;2028-04-11
SA-915;TeamSystem Enterprise Legal;SaaS;TeamSystem SpA;1;2025-04-08;2028-04-08
IA-2118;Naquadria Cloud IaaS Services;IaaS;Naquadria S.r.l.;1;2025-03-27;2028-03-27
SA-2255;Smart*Health;SaaS;ADS automated data systems S.p.A.;1;2025-02-20;2028-02-19
SA-1880;SISTER;SaaS;GPI SPA;2;2025-04-16;2028-04-16
SA-1879;SUITE EUSIS;SaaS;GPI SPA;1;2025-04-16;2028-04-16
SA-5776;ECONCORSI-SERVIZI PER LA P.A.;SaaS;C&S Consulenza e Selezione S.r.l.;1;2025-04-11;2028-04-11
SA-548;PAWhistleblowing;SaaS;ISWEB S.p.A.;1;2025-04-16;2028-04-16
SA-1082;usBIM.platform;SaaS;ACCA software S.p.A.;1;2025-04-11;2028-04-11
SA-5822;AIPA - Assistente Intelligente per la Pubblica Amministrazione;SaaS;Athlos srl;1;2025-04-18;2028-04-18
SA-4691;PLEIADE;SaaS;Accenture Financial Advanced Solutions & Technology s.r.l.;1;2025-03-17;2028-03-17
SA-3000;KEYMAP: la piattaforma web che integra sistemi di gestione e norme obbligatorie;SaaS;GRCteam srl;1;2025-05-05;2028-05-05
SA-580;NuvolaAmministrazioneDigitale;SaaS;Madisoft S.p.A.;1;2025-05-05;2028-05-05
SA-582;Nuvola - sito web;SaaS;Madisoft S.p.A.;1;2025-05-05;2028-05-05
SA-2413;Geri-Gestione Riscossione;SaaS;Municipia SPA;1;2025-05-09;2028-05-09
SA-6293;ARGO su AMAZON;SaaS;Municipia SPA;1;2025-05-09;2028-05-09
PA-1614;Real Cloud PaaS;PaaS;SIRINFO SRL;2;2025-05-09;2028-05-09
SA-5641;Suite Anatomia Patologica;SaaS;Tesi Elettronica e Sistemi Informativi S.p.A.;2;2025-05-09;2028-05-09
SA-5922;BIBLIOWin - SA-5922;SaaS;CG Soluzioni informatiche srl;1;2025-05-12;2028-05-12
SA-5934;SICAPWeb;SaaS;CG Soluzioni informatiche srl;1;2025-05-12;2028-05-12
PA-3685;DBaaS PSN;PaaS;Polo Strategico Nazionale;4;2025-04-30;2028-04-30
SA-6067;JOBTIME EVO su ORACLE;SaaS;GPI SPA;2;2025-04-16;2028-04-16
SA-1626;Piattaforma DAS Diritto allo Studio;SaaS;IN4MATIC SRL;1;2025-04-22;2028-04-22
SA-5835;AskMe Desk SaaS;SaaS;LASCAUX S.R.L.;1;2025-04-22;2028-04-22
SA-5761;ESIWEB;SaaS;Tecnologie d'Impresa Srl a Socio Unico;1;2025-04-22;2028-04-22
SA-451;GZOOM VALUE GOVERNANCE;SaaS;Maps SpA;1;2025-04-22;2028-04-22
SA-3801;XCACCIA;SaaS;XVALUE SRL;1;2025-04-22;2028-04-22
SA-753;Easy Planning;SaaS;EasyStaff SRL;1;2025-04-11;2028-04-11
SA-2610;Mediasoft SCWeb: software gestionale per le segreterie scolastiche;SaaS;Mediasoft snc di Scarabelli Agostino e C.;1;2025-04-28;2028-04-28
IA-2900;Secure Managed VPC;IaaS;Nextegy srl;2;2025-04-28;2028-04-28
SA-493;EUSOFT.LAB LIMS CLOUD;SaaS;EUSOFT SRL;1;2025-05-05;2028-05-05
SA-2718;Cloud Solo;SaaS;Ergonet srl;1;2025-05-05;2028-05-05
SA-3163;DIDACT;SaaS;Nomos S.r.l.;1;2025-05-12;2028-05-12
SA-3768;K-PRO;SaaS;Prodigys Technology;1;2025-05-12;2028-05-12
SA-6173;Istanze Web: lo sportello per la digitalizzazione dei servizi al Cittadino;SaaS;Q-WEB srl;1;2025-05-14;2028-05-14
SA-2063;GopenCare;SaaS;Promofarma Sviluppo srl;2;2025-05-14;2028-05-14
SA-5424;IBM MaaS360;SaaS;IBM ITALIA SPA;1;2025-05-12;2028-05-12
SA-5445;Nowtice – mass alerting system;SaaS;REGOLA SRL;2;2025-04-07;2028-04-07
SA-5437;FlagMii EML (Emergency Mobile Link);SaaS;REGOLA SRL;2;2025-04-07;2028-04-07
SA-5955;Smart*Gov su Oracle Cloud;SaaS;ADS automated data systems S.p.A.;2;2025-05-14;2028-05-14
SA-3029;X-AdSP-WEB Gestione Demanio;SaaS;CENTRO GRAFICA SRL;1;2025-05-16;2028-05-16
SA-2570;AlboWeb;SaaS;Datakey Software Engineering S.r.l.;1;2025-05-16;2028-05-16
IA-2051;Planetel.cloud;IaaS;Planetel S.p.A.;2;2025-05-16;2028-05-16
SA-5357;Oracle Fusion Cloud Services;SaaS;Oracle Corporation;2;2025-05-16;2028-05-16
SA-5362;Enterprise Performance Management (EPM) cloud services;SaaS;Oracle Corporation;2;2025-05-16;2028-05-16
SA-1987;A4PACons;SaaS;ARGENTEA S.R.L.;1;2025-05-20;2028-05-20
SA-6109;Portale Archiweb: per la gestione dell'archivio;SaaS;Bucap S.p.A.;1;2025-05-20;2028-05-20
SA-6023;Piattaforma Learning Management System Moodle Workplace;SaaS;MediaTouch 2000 Srl;1;2025-05-21;2028-05-21
SA-6022;Servizio CRM Creatio;SaaS;Creatio Emea LTD;1;2025-05-21;2028-05-21
SA-2875;Applicativo software di gestione repertorio contratti comunali;SaaS;Gruppo Marche Informatica Srl;1;2025-05-16;2028-05-16
SA-5867;Agentforce;SaaS;SALESFORCE.COM Italy S.r.l.;2;2025-05-29;2028-05-29
SA-5755;ICARE CLOUD c/o RETELIT;SaaS;ATENA INFORMATICA SRL;1;2025-05-27;2028-05-27
SA-5844;MOOn SaaS;SaaS;CSI Piemonte - Consorzio per il Sistema Informativo;1;2025-05-27;2028-05-27
SA-5843;Whistleblowing SaaS;SaaS;CSI Piemonte - Consorzio per il Sistema Informativo;1;2025-05-27;2028-05-27
SA-5149;HCL Unica Deliver;SaaS;HCL TECHNOLOGIES ITALY SPA;1;2025-05-27;2028-05-27
SA-6043;IMMEDIA - SUITE;SaaS;IMMEDIA S.P.A.;1;2025-05-27;2028-05-27
SA-6096;Sel&Co - Selezioni & Concorsi;SaaS;IBS Informatica Basilicata Sistemi srl;1;2025-05-27;2028-05-27
SA-790;SGV;SaaS;Soes SPA;1;2025-05-27;2028-05-27
SA-4726;ConNet Next;SaaS;Incloud Team s.r.l.;1;2025-05-23;2028-05-23
SA-1629;T360;SaaS;Incloud Team s.r.l.;1;2025-05-23;2028-05-23
SA-2406;SIGOV;SaaS;Futura ST S.r.l.;1;2025-05-23;2028-05-23
SA-3898;SALESFORCE SERVICES;SaaS;SALESFORCE.COM Italy S.r.l.;2;2025-05-29;2028-05-29
PA-4007;Amazon Front-End Web & Mobile Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
PA-3998;Amazon Business Application Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
PA-4003;Amazon Containers Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
PA-4006;Amazon Games Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
PA-4011;Amazon Media Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
PA-4008;Amazon Machine Learning Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
PA-4000;Amazon Analytics Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
SA-2572;TrafficStudioRL / Input Plate Check;SaaS;INPUT SRL;1;2025-06-17;2028-06-17
SA-762;josh Archive!Live;SaaS;it Consult srl;1;2025-06-17;2028-06-17
SA-761;josh Protocol!Live;SaaS;it Consult srl;1;2025-06-17;2028-06-17
SA-6240;Ekiller VMS;SaaS;Sainvent Srl;1;2025-06-17;2028-06-17
SA-4965;8Bim Platform;SaaS;888 Software Products s.r.l.;1;2025-06-20;2028-06-20
SA-6095;BI4H (Business Intelligence & Analytics);SaaS;Dedalus Italia spa;2;2025-06-20;2028-06-20
SA-1985;Mylnfo.City;SaaS;Aesys SPA;1;2025-06-17;2028-06-17
PA-4016;Amazon Security, Identity & Compliance Services;PaaS;AMAZON WEB SERVICES EMEA SARL;2;2025-06-23;2028-06-23
SA-3903;Suite Museum;SaaS;Trient Consulting Group Srl;1;2025-04-16;2028-04-16
SA-4437;Pulsar;SaaS;FLOWBIRD ITALIA SRL;1;2025-06-23;2028-06-23
SA-4438;JLab/J_Hub;SaaS;FLOWBIRD ITALIA SRL;1;2025-06-23;2028-06-23
SA-5953;Smart*Health su Oracle Cloud;SaaS;Data Processing S.p.A.;2;2025-04-22;2028-04-22
SA-6363;SIGE su Azure;SaaS;Maggioli Spa;1;2025-06-23;2028-06-23
SA-6256;VBG SaaS 2.0;SaaS;P.A. A.B.S. Srl - Partners Associates Advanced Business Solutions;1;2025-06-23;2028-06-23
PA-6325;Virtual Private Server - PaaS - Armada;PaaS;ARMADA SRL;1;2025-06-25;2028-06-25
IA-1281;Backup as a Service;IaaS;Wiit SpA;2;2025-06-23;2028-06-23
SA-4077;Piattaforma Informatica per la gestione dei rischi e delle criticità derivanti dall’attività sanitaria (SafeRiskManager);SaaS;HOOK INFORMATICA SRL - START UP INNOVATIVA;1;2025-06-27;2028-06-27
SA-3166;SEP – Istanze Online;SaaS;Parsec 3.26 S.r.l.;1;2025-06-30;2028-06-30
SA-6374;Amalthea;SaaS;ATHENA SRL;1;2025-07-04;2028-07-04
SA-4205;Economico Patrimoniale;SaaS;ESSE IN SRL;1;2025-07-08;2028-07-08
SA-4207;Fiscale;SaaS;ESSE IN SRL;1;2025-07-08;2028-07-08
IA-3208;Shared Hosting AGILE;IaaS;Host S.p.A.;1;2025-06-23;2028-06-23
IA-3104;VPS Premium;IaaS;Host S.p.A.;1;2025-06-23;2028-06-23
SA-502;Globalcom;SaaS;I.&S.T. S.r.l.;1;2025-06-26;2028-06-26
SA-2323;Documentale FASTcloud;SaaS;Fastweb S.p.A.;2;2025-07-11;2028-07-11
PA-2273;FASTcloud Container;PaaS;Fastweb S.p.A.;2;2025-07-11;2028-07-11
SA-6662;TreeLliant - SOC as a Service - IaaS SHARED TIM;SaaS;Webgenesys SpA;1;2025-07-09;2028-07-09
SA-6659;TreeLliant - SOC as a Service - DC TIM;SaaS;Webgenesys SpA;1;2025-07-09;2028-07-09
SA-6046;TreeLliant - SOC as a Service;SaaS;Webgenesys SpA;1;2025-07-09;2028-07-09
SA-4308;Albo pretorio;SaaS;Codebase SRL;1;2025-07-08;2028-07-08
SA-3744;Adevico;SaaS;Edutech Srl;1;2025-07-08;2028-07-08
SA-6349;Riscossione Tributi;SaaS;So.Ge.R.T. S.P.A;1;2025-07-08;2028-07-08
SA-2322;Servizio di posta elettronica Zimbra;SaaS;Fastweb S.p.A.;2;2025-07-11;2028-07-11
SA-6183;@kropolis;SaaS;Datamanagement Italia s.r.l.;1;2025-07-15;2028-07-15
SA-6238;HCM;SaaS;Datamanagement Italia s.r.l.;1;2025-07-15;2028-07-15
SA-4601;Registro Elettronico TQRIF;SaaS;Magesti srl unipersonale;1;2025-07-11;2028-07-11
SA-3064;AREA;SaaS;AREA ORLANDONI F. SRL;1;2025-07-08;2028-07-08
SA-1053;PMWEB;SaaS;ITALSET SRL;1;2025-07-10;2028-07-10
SA-277;Dataverse;SaaS;4Science srl;1;2025-07-15;2028-07-15
SA-4076;Minerva for Legal su AWS;SaaS;EUforLEGAL srl;1;2025-07-15;2028-07-15
SA-6560;Minerva for Legal su GCP;SaaS;EUforLEGAL srl;1;2025-07-15;2028-07-15
SA-4823;TocToc AllInOne (AIO);SaaS;TocToc srl;1;2025-07-15;2028-07-15
SA-5861;Suite OpenMove – AWS;SaaS;Lucian S.r.l.;1;2025-07-15;2028-07-15
SA-6393;GreenSpaces (designed by R3GIS);SaaS;R3 GIS SRL;1;2025-07-15;2028-07-15
SA-2058;Licet;SaaS;MARNO SRL;1;2025-07-15;2028-07-15
SA-1027;Situs.it;SaaS;MARNO SRL;1;2025-07-15;2028-07-15
SA-5881;WhereApp - APP24 - SA-5881;SaaS;VJ Technology;1;2025-07-15;2028-07-15
SA-6239;DocuWare;SaaS;DocuWare Europe GmbH;2;2025-07-17;2028-07-17
SA-5827;Dedalo.top - Servizi scolastici;SaaS;A.T. SERVICE SRL;1;2025-07-17;2028-07-17
SA-3787;Wetraffic Pro;SaaS;TRAFFICLAB s.r.l.;1;2025-07-17;2028-07-17
SA-5515;ZenShare UP - SA-5515;SaaS;Interzen Consulting S.r.l.;1;2025-07-21;2028-07-21
SA-4707;Qboxmail Email Delivery;SaaS;Qboxmail Srl;1;2024-09-24;2027-09-23
SA-4708;Qboxmail Email Hosting;SaaS;Qboxmail Srl;1;2024-09-24;2027-09-23
SA-4654;Eureka! - Gestione economica e giuridica personale Enti Locali;SaaS;Cedepp Srl;1;2024-10-23;2027-10-22
SA-4855;Leganto (basato su piattaforma Alma);SaaS;EX LIBRIS ITALY SRL;1;2024-10-23;2027-10-22
SA-4856;ALMA;SaaS;EX LIBRIS ITALY SRL;1;2024-10-23;2027-10-22
SA-3548;Pari Opportunità;SaaS;Pa33 s.r.l.;1;2024-10-29;2027-10-28
SA-3545;Contratti;SaaS;Pa33 s.r.l.;1;2024-10-29;2027-10-28
SA-4737;ItineraWeb2;SaaS;MAGNOSYS SRL;1;2024-11-15;2027-11-14
SA-3214;Timbro Digitale;SaaS;Net Service SpA;1;2024-11-06;2027-11-05
IA-4685;VHosting Cloud Web Hosting;IaaS;VHosting Solution s.r.l.;1;2024-11-13;2027-11-12
IA-4683;VHosting Cloud Hosting;IaaS;VHosting Solution s.r.l.;1;2024-11-13;2027-11-12
SA-4795;HUBPND;SaaS;ITALSET SRL;1;2024-11-26;2027-11-25
SA-4859;Micsokall;SaaS;Micso Srl;1;2024-11-26;2027-11-25
SA-3688;Tecnorad Archimede;SaaS;TECNORAD S.R.L.;1;2024-11-26;2027-11-25
SA-3255;Openpol;SaaS;ERAMUS SRL;1;2024-10-29;2027-10-28
SA-4760;Traspare v1;SaaS;L & G Solution Srl;1;2024-11-15;2027-11-14
SA-3570;TT-Suite;SaaS;Traffic Tecnology Spa;1;2024-11-26;2027-11-25
SA-3569;TT-Self;SaaS;Traffic Tecnology Spa;1;2024-11-26;2027-11-25
SA-2907;Piattaforma Multiservizio Abaco;SaaS;ABACO S.p.A.;1;2025-06-23;2028-06-23
PA-6245;SCT PaaS RTPC;PaaS;Telecom Italia S.p.A.;2;2025-07-21;2028-07-21
SA-4098;CMS K-DIGITALE;SaaS;K-Digitale S.r.l.;1;2025-07-21;2028-07-21
SA-3613;Servizi demografici;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-3624;Società Trasparente;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-3620;Golsit;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-5668;Servizi Sociali;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-5688;URP;SaaS;Golem Net Srl;1;2025-07-29;2028-07-29
SA-1289;SICURWEB;SaaS;INFOTEL SISTEMI SRL;1;2025-05-12;2028-05-12
SA-2477;DSP Flux;SaaS;DATA SOLUTION PROVIDER SRL;1;2025-06-23;2028-06-23
SA-6088;Strata Platform di Palo Alto Networks;SaaS;Palo Alto Networks Italia S.R.L.;2;2025-07-30;2028-07-30
SA-3784;WEBQUALITY;SaaS;Mys srl;2;2025-07-30;2028-07-30
SA-6346;Omnicheck®;SaaS;SIS.TER srl;1;2025-08-04;2028-08-04
SA-3870;Servicematica Difese d'ufficio;SaaS;SM srl;1;2025-08-04;2028-08-04
SA-3869;Servicematica Protocollo PA;SaaS;SM srl;1;2025-08-04;2028-08-04
SA-1238;Pianeta PA;SaaS;IDS&Unitelm srl;1;2025-07-09;2028-07-09
SA-4075;Gestionale G1 SM-Servicematica;SaaS;SM srl;1;2025-08-04;2028-08-04
SA-4235;Portale della mediazione;SaaS;SM srl;1;2025-08-04;2028-08-04
SA-5277;SempliceAI su OCI;SaaS;01Sistemi s.r.l.;1;2025-05-23;2028-05-23
SA-6504;iShareDoc;SaaS;Digi4Doc S.r.l.;1;2025-08-04;2028-08-04
SA-4168;SIVIAN Executing;SaaS;Invisiblefarm;1;2025-08-06;2028-08-06
SA-4164;SIVIAN Billing;SaaS;Invisiblefarm;1;2025-08-06;2028-08-06
SA-4193;Zentral;SaaS;Invisiblefarm;1;2025-08-06;2028-08-06
SA-4157;Santionibus;SaaS;Invisiblefarm;1;2025-08-06;2028-08-06
SA-5898;Libraesva Cloud Services 2025;SaaS;Libraesva Srl;1;2025-08-06;2028-08-06
SA-3125;Scryba Cloud SaaS su Infrastruttura Medas;SaaS;MEDAS SRL;2;2025-08-07;2028-08-07
SA-3126;Scryba Cloud SaaS su IaaS Aruba;SaaS;MEDAS SRL;2;2025-08-07;2028-08-07
SA-4130;TeleMedicinaItalia (in breve TLMIT);SaaS;MEDAS SRL;2;2025-08-07;2028-08-07
SA-6080;Quantum SD-WAN;SaaS;Check Point Software Technologies Italia Srl;1;2025-08-18;2028-08-18
SA-6076;Harmony Email & Collaboration;SaaS;Check Point Software Technologies Italia Srl;1;2025-08-18;2028-08-18
SA-6078;CloudGuard WAF;SaaS;Check Point Software Technologies Italia Srl;1;2025-08-18;2028-08-18
IA-5730;ReeVo Cloud Disaster Recovery;IaaS;Reevo S.p.A.;2;2025-04-22;2028-04-22
SA-3228;PrivacyLab GDPR;SaaS;TINEXTA INNOVATION HUB SpA;1;2025-05-27;2028-05-27
SA-3975;TT-Gate;SaaS;Traffic Tecnology Spa;1;2025-08-13;2028-08-13
SA-3972;TT-View;SaaS;Traffic Tecnology Spa;1;2025-08-13;2028-08-13
SA-3969;TT-Fine;SaaS;Traffic Tecnology Spa;1;2025-08-13;2028-08-13
SA-3976;TT-Safe;SaaS;Traffic Tecnology Spa;1;2025-08-13;2028-08-13
SA-3974;TT-Speed;SaaS;Traffic Tecnology Spa;1;2025-08-13;2028-08-13
SA-2500;Arcoda Work;SaaS;Arcoda Srl;1;2025-08-13;2028-08-13
SA-4225;PORTALE H.R.M.S. (HUMAN RESOURCE MANAGEMENT SYSTEM);SaaS;ACCATRE-STP SRL;1;2025-08-13;2028-08-13
SA-4822;3wGIS – Applicazione WebGIS per la visualizzazione, editazione cartografica e dati direttamente in ambiente Web;SaaS;I&S Informatica e Servizi srl;1;2025-08-13;2028-08-13
IA-5869;CloudServer;IaaS;SERVER PLAN SRL UNIPERSONALE;1;2025-08-13;2028-08-13
SA-3139;NUVOLAcomuniPie;SaaS;SISCOM SPA;1;2025-08-13;2028-08-13
SA-3917;Codice 2.0;SaaS;laBconsulenze S.r.l.;1;2025-08-11;2028-08-11
SA-3914;GitCo;SaaS;laBconsulenze S.r.l.;1;2025-08-11;2028-08-11
SA-5166;CrowdStrike Endpoint Security;SaaS;CROWDSTRIKE ITALY S.R.L.;1;2025-05-27;2028-05-27
SA-6170;Pa33 - La Tua scelta per la Trasparenza - Adeguamento nuove schede ANAC;SaaS;Pa33 s.r.l.;1;2025-05-30;2028-05-30
SA-6224;PA190 – PIAO - prevenzione della corruzione metodo qualitativo;SaaS;Pa33 s.r.l.;1;2025-05-30;2028-05-30
SA-6121;eWorkingWeb;SaaS;TECNOSYS ITALIA SRL;1;2025-05-30;2028-05-30
SA-5999;DepotLab® software per la gestione delle richieste di acquisto Intrateneo;SaaS;MO.DA. MODELLI E DATI SRL;1;2025-05-30;2028-05-30
SA-6155;Monitoraggio Progetti;SaaS;P.A. Advice SpA;1;2025-06-03;2028-06-03
SA-6149;Eleweb - Raccolta Dati Elettorali;SaaS;Pro Logic Informatica S.r.l.;1;2025-06-03;2028-06-03
SA-6330;Eleweb - Democrazia Partecipativa;SaaS;Pro Logic Informatica S.r.l.;1;2025-06-03;2028-06-03
SA-6099;Livehelp;SaaS;LIVEHELP srl;1;2025-05-29;2028-05-29
SA-3031;AS88;SaaS;COMUNICA ITALIA S.R.L.;1;2025-05-29;2028-05-29
SA-820;Archiflow SiavCloud;SaaS;SIAV SPA;1;2025-05-30;2028-05-30
SA-6105;Jarvis;SaaS;TECNICA - FORMAZIONE - SICUREZZA S.R.L.;1;2025-05-30;2028-05-30
SA-4623;TRUST DIGITAL FLOW;SaaS;Telecom Italia Trust Technologies S.r.l.;2;2025-05-30;2028-05-30
SA-6161;Integra su Oracle Cloud;SaaS;ADS automated data systems S.p.A.;2;2025-06-09;2028-06-09
