Id Scheda;Nome;Tipologia;Nome Fornitore;Livello di qualificazione/adeguamento;Data di qualificazione;Scadenza qualificazione
SA-7264;PlanetForm LMS;SaaS;Planet Srl;1;2026-03-02;2029-03-02
SA-3592;Sicraweb EVO su Lepida;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-3593;Sicraweb EVO su Nivola;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-2412;Sicraweb EVO su Dinova;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-3836;Sicraweb EVO su Google;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-7361;CCAAS - Cyber Command As a Service;SaaS;Naquadria S.r.l.;1;2026-02-19;2029-02-19
SA-7321;MyCity - SA-7321;SaaS;Grafiche E. Gaspari SRL;1;2026-02-03;2029-02-03
SA-7578;NOS – Naquadria Object Storage;SaaS;Naquadria S.r.l.;1;2026-03-06;2029-03-06
SA-7254;IN-TEC;SaaS;Intempore N-tec srl;1;2026-03-05;2029-03-05
SA-3850;Diaphanum su LD;SaaS;C&C Sistemi srl;1;2026-03-13;2029-03-13
SA-1419;UniOrd;SaaS;Unimatica S.p.A.;1;2024-12-19;2027-12-18
SA-7268;Medsense;SaaS;Vermedai s.r.l.;2;2026-01-26;2029-01-26
SA-6677;AIDA - Artificial Intelligence Digital Assistant;SaaS;Caliò Informatica s.r.l.;1;2026-02-09;2029-02-09
SA-7343;SIstemaSI® WebSI3 - Sistema eliminacode e gestione accessi web;SaaS;TEOM SRL;1;2026-02-09;2029-02-09
IA-7335;Axera Private IaaS D-HuB - IA-7335;IaaS;Axera S.p.A.;1;2026-02-09;2029-02-09
SA-6255;GRWeb;SaaS;MEG Tributi S.p.A.;1;2025-06-17;2028-06-17
SA-7322;CyberPlatform;SaaS;3D Solution S.r.l.;1;2026-02-09;2029-02-09
SA-1005;Titano;SaaS;Safety21 S.p.A.;1;2025-01-07;2028-01-06
SA-7601;360Welfare – Servizi di welfare aziendale: buoni pasto, buoni acquisto e piattaforma digitale;SaaS;360 Welfare srl;1;2026-03-18;2029-03-18
SA-7349;Software Tracciabilita Biobanche;SaaS;TWIN HELIX SRL;1;2026-03-18;2029-03-18
SA-7633;BTSTELEREHAB;SaaS;BTS S.P.A.;2;2026-03-24;2029-03-24
PA-5327;IBM Cloud Containers;PaaS;IBM ITALIA SPA;1;2025-06-16;2028-06-16
SA-6218;Ecosistema Digitale (LMS con Gen AI integrata) per la gestione, erogazione e monitoraggio di orientamento, formazione e valutazione autentica.;SaaS;Edulife S.p.A. Impresa Sociale;1;2025-08-19;2028-08-19
SA-7464;EasyWelcome Suite;SaaS;OPTIMIZE S.R.L;2;2026-03-24;2029-03-24
SA-7563;Survify;SaaS;OPTIMIZE S.R.L;1;2026-03-24;2029-03-24
SA-7151;SAP Walkme;SaaS;SAP SE;1;2026-01-05;2029-01-05
SA-7159;Safe Street;SaaS;IBS srl;1;2026-01-05;2029-01-05
SA-6962;Mail&Documentale FASTcloud;SaaS;Fastweb S.p.A.;2;2026-01-05;2029-01-05
SA-6743;navify Digital Pathology;SaaS;Roche Diagnostics S.p.A, società unipersonale;2;2025-12-12;2028-12-12
SA-6970;Akamai Segmentation (Guardicore);SaaS;AKAMAI TECHNOLOGIES S.R.L.;1;2025-12-11;2028-12-11
SA-7076;SUITESTENSA Software;SaaS;EBIT s.r.l.;2;2025-12-12;2028-12-12
SA-7188;KRC- Knowledge, Risk and Compliance Solution;SaaS;KEISDATA s.r.l.;1;2025-12-11;2028-12-11
SA-6454;CWOL RM;SaaS;PALITALSOFT SRL;1;2025-12-11;2028-12-11
SA-6998;BrAIn Learning;SaaS;LUTECH SPA;1;2025-12-11;2028-12-11
SA-3401;C.Flow;SaaS;Konecta Italia S.p.A.;1;2025-12-15;2028-12-15
SA-4246;Explorifile;SaaS;Konecta Italia S.p.A.;1;2025-12-15;2028-12-15
PA-5505;Netalia Business Continuity;PaaS;Netalia S.r.l.;2;2026-01-13;2029-01-13
PA-5503;Netalia Cloud K8S;PaaS;Netalia S.r.l.;2;2026-01-13;2029-01-13
SA-7133;Dinova NDR Services;SaaS;Dinova srl;1;2026-01-13;2029-01-13
SA-7473;Piattaforma Unica Servizi Digitali;SaaS;Global Technologies Italia Srl;1;2026-03-13;2029-03-13
SA-7560;ZAIUX Evo;SaaS;PIKERED SRL;1;2026-04-07;2029-04-07
SA-7474;Salesforce Field Service;SaaS;SALESFORCE.COM Italy S.r.l.;2;2026-04-07;2029-04-07
SA-7727;FAST EdgeConnector Aruba Orchestrator;SaaS;Fastweb S.p.A.;1;2026-04-20;2029-04-20
SA-729;Aruba PA Email;SaaS;Aruba S.p.A.;1;2025-01-17;2028-01-16
SA-4336;Aruba Email;SaaS;Aruba S.p.A.;1;2025-08-18;2028-08-18
SA-5326;Radware Cloud WAAP;SaaS;Radware LTD;2;2025-02-20;2028-02-19
IA-418;Aruba Cloud Pro;IaaS;Aruba S.p.A.;1;2025-01-17;2028-01-16
SA-255;Aruba Cloud Backup;SaaS;Aruba S.p.A.;1;2025-01-17;2028-01-16
IA-2829;Aruba Cloud Unified Storage;IaaS;Aruba S.p.A.;1;2025-01-17;2028-01-16
SA-7459;AvviSì;SaaS;Soluzioni Integrate Maggioli S.r.l.;2;2026-02-18;2029-02-18
IA-7457;Disaster Recovery as a Service;IaaS;Opiquad S.p.A.;1;2026-03-13;2029-03-13
SA-4258;AGFA Enterprise Imaging Platform;SaaS;AGFA HEALTHCARE ITALY S.P.A. UNIPERSONALE;2;2025-12-15;2028-12-15
SA-5499;Portale Istituzionale ATS Milano;SaaS;Soluzioni Integrate Maggioli S.r.l.;1;2025-02-07;2028-02-06
SA-5980;SolariQ;SaaS;SOLARI SPA;1;2025-05-16;2028-05-16
SA-7123;multiSign Cloud;SaaS;Havant srl;2;2025-12-16;2028-12-16
SA-6063;Opencity Italia;SaaS;Opencity Labs srl;1;2025-05-27;2028-05-27
SA-2580;DOCSWEB;SaaS;Havant srl;2;2025-02-14;2028-02-13
IA-2328;Green Cloud Opiquad;IaaS;Opiquad S.p.A.;1;2025-06-17;2028-06-17
SA-7510;FASTVivo;SaaS;Fastweb S.p.A.;2;2026-03-20;2029-03-20
SA-7529;FASTMiCC;SaaS;Fastweb S.p.A.;2;2026-03-20;2029-03-20
SA-7514;CLAUDIT®;SaaS;FMSpecialist Srl;1;2026-03-20;2029-03-20
SA-7582;ATWS Email Security Gateway;SaaS;AtWorkStudio S.r.l.;1;2026-04-13;2029-04-13
SA-7694;Giotto VISA;SaaS;Almaviva S.p.A.;1;2026-04-13;2029-04-13
SA-7688;LMS Frog Learning;SaaS;FROG LEARNING SOCIETA' A RESPONSABILITA' LIMITATA;1;2026-04-13;2029-04-13
SA-5140;Salesforce Heroku;SaaS;SALESFORCE.COM Italy S.r.l.;2;2026-04-07;2029-04-07
SA-7625;Synapse Enterprise Imaging Suite;SaaS;Fujifilm Healthcare Italia S.p.A.;2;2026-05-12;2029-05-12
SA-7705;VectorIA;SaaS;COSMA ALESSANDRO;1;2026-05-08;2029-05-08
SA-7821;SmarGov Portale Istituzionale;SaaS;3PItalia SpA;1;2026-05-14;2029-05-14
SA-7729;Event Server 4.0 su Europsys;SaaS;Kria srl;1;2026-05-14;2029-05-14
SA-7702;CloudFire Veeam Cloud Platform;SaaS;CloudFire Srl;1;2026-05-14;2029-05-14
SA-7682;hyperSIC Cloud (su Pasubio Tecnologia);SaaS;APKAPPA S.R.L.;1;2026-06-05;2029-06-05
SA-7513;PopcornWeb - PagoPA;SaaS;Informatica Alto Adige Spa;1;2026-04-08;2029-04-08
SA-7511;FEA - Firma Elettronica Avanzata;SaaS;Informatica Alto Adige Spa;1;2026-04-08;2029-04-08
SA-5057;Infocert Sign;SaaS;InfoCert S.p.A.;2;2026-05-08;2029-05-08
SA-7785;Medusa Cloud;SaaS;IPS S.P.A.;2;2026-05-22;2029-05-22
SA-7799;NexusLab;SaaS;TESEO SOC COOP;1;2026-05-22;2029-05-22
SA-7748;Sharelock Identity Security Platform;SaaS;SHARELOCK S.R.L.;1;2026-05-28;2029-05-28
SA-7339;DC4H - Digital Connect 4 Health Platform;SaaS;Dedalus Italia spa;2;2026-05-22;2029-05-22
SA-7640;Piattaforma Nazionale di Telemedicina;SaaS;PNT ITALIA S.R.L.;1;2026-05-22;2029-05-22
PA-7449;eREACT;PaaS;SKYBACKBONE ENGENIO SRL;1;2026-05-22;2029-05-22
